filename,prompt,clip_score
000000530466_gen.png,A passenger train that has some graffiti on it.,0.34721023559570313
000000233771_gen.png,A black and white image with a colored british flag umbrella,0.30395626068115233
000000475572_gen.png,"There are is a picture of a couple, a beany baby bear, and pot of grass on a mantle.",0.35308132171630857
000000089697_gen.png,The man is sitting on the arm of a bench near a woman.,0.31251768112182615
000000109313_gen.png,A man holding a tv remote and wii controller.,0.2988852882385254
000000579893_gen.png,A close up of the stop sign and to street signs.,0.25773372650146487
000000351362_gen.png,A white bath tub sitting next to a toilet.,0.29144092559814455
000000312278_gen.png,Suitcases on top of a carrier onto of a vehicle.,0.32311988830566407
000000149406_gen.png,An old motorcycle rests near a rundown building.,0.3545046615600586
000000557172_gen.png,A bathroom sink and mirror reflecting the shower and bathtub.,0.2833829307556152
000000140076_gen.png,A made up dinner table with a flower vase on the table.,0.33026729583740233
000000014226_gen.png,A man sitting on a train at a table using a laptop.,0.33219886779785157
000000212559_gen.png,A stable full of lambs standing and laying around.,0.29078514099121094
000000557672_gen.png,A woman walking down a street holding an orange umbrella.,0.36719100952148437
000000141821_gen.png,A close-up of a misshapen piece of pizza and a can of soda.,0.314005012512207
000000156292_gen.png,A woman standing in front of an outdoor wall decorated with images and clocks.,0.33459480285644533
000000357748_gen.png,A pink city bus at a bus stop.,0.3429787826538086
000000485480_gen.png,a man is holding a bat at a baseball game,0.29338863372802737
000000565962_gen.png,A cat outside a window looking at a Buddha statue.,0.3093317985534668
000000407403_gen.png,A painting of a white vase holding yellow tulips.,0.3772836685180664
000000440171_gen.png,A man is sitting on the back of an elephant.,0.3147979164123535
000000484351_gen.png,A classroom with kids and various men in suits.,0.3347053146362305
000000255917_gen.png,A cluster of traffic driving towards a capital building.,0.31021039962768554
000000106912_gen.png,A young boy riding a skateboard across a parking lot.,0.3405324554443359
000000039951_gen.png,A young boy taking a swing at a tennis ball,0.32597904205322265
000000095899_gen.png,A red stop sign next to a blue street sign.,0.30552677154541014
000000294162_gen.png,A laptop computer sits on a black surface next to a wireless mouse.,0.31413619995117187
000000025139_gen.png,A zebra grazing on food behind a metal fence.,0.32738800048828126
000000418696_gen.png,A street corner with a brown and white building on it.,0.2681759071350098
000000249219_gen.png,A double decker bus driving down the road.,0.32467060089111327
000000041633_gen.png,"A burgundy low-rider show-quality, hot rod Chevy truck.",0.33908973693847655
000000283717_gen.png,A microwave sitting on top of a wooden shelf.,0.30892621994018554
000000395633_gen.png,A red and black boat floating on top of water.,0.3565385818481445
000000198510_gen.png,A person holds a bag while walking on train tracks.,0.32054336547851564
000000574520_gen.png,"a surfer riding the waves,on a surf board.",0.29541810989379885
000000070048_gen.png,a table that has some food on top of it,0.26504781723022464
000000027932_gen.png,A catchers mitt sitting inside of a blue baseball hat.,0.2952285957336426
000000519569_gen.png,a kitchen with a refrigerator a counter with chairs,0.30280622482299807
000000289393_gen.png,Set of toy animals sitting in front of a red wooden wagon.,0.35883541107177735
000000405205_gen.png,A passenger bus that is parked in a parking lot.,0.28667497634887695
000000176901_gen.png,Three people in the snow trying to walk up the hill in skiis.,0.28971334457397463
000000335450_gen.png,Two brown ponies in grassy field next to a fence.,0.31432565689086917
000000545100_gen.png,A man is taking a photo of a city with his phone.,0.2991110610961914
000000209530_gen.png,A group of people sitting around a table.,0.2998160171508789
000000475365_gen.png,a close up of an the front of an amtrak train,0.30977455139160154
000000059920_gen.png,a bathroom with a both a toilet and bidet,0.29277610778808594
000000138492_gen.png,A dog is reaching up to grab a Frisbee in his mouth.,0.3386212158203125
000000450439_gen.png,a patriotic kite flying through the clear blue sky.,0.31472211837768554
000000575243_gen.png,A person walking down a street while holding an umbrella.,0.3185440254211426
000000312549_gen.png,This is a close up photo of a street sign of a cross street.,0.2999367141723633
000000440475_gen.png,"A room with a Tv, potted plant, tables and chairs",0.31282638549804687
000000195842_gen.png,A person playing the Nintendo Wii in their messy living room,0.29496959686279295
000000107226_gen.png,Two men being drug on buggies by dogs.,0.30085262298583987
000000165681_gen.png,This is an image of a row of scooters,0.3124218940734863
000000577149_gen.png,there are many zebras walking on the side of this road,0.3438002777099609
000000312213_gen.png,A cat sitting by a laptop but staring at a person.,0.3075774383544922
000000169996_gen.png,Men on bikes riding alongside a car on the street,0.28466129302978516
000000367386_gen.png,A living room with some empty couches in it,0.2740853500366211
000000040036_gen.png,A person jumping a horse over a box.,0.32716392517089843
000000150265_gen.png,A group of people walking down a sidewalk.,0.2903800582885742
000000440508_gen.png,A long orange train traveling through a rural green countryside.,0.34909160614013673
000000305609_gen.png,a table with many plates of food on top,0.30305368423461915
000000474344_gen.png,A man holds a bat while a woman watches.,0.31139341354370115
000000329455_gen.png,A very large pizza on a wooden table .,0.28875732421875
000000132375_gen.png,a glass vase with three pink flowers and a drink,0.33453662872314455
000000268375_gen.png,A herd of gray elephants standing next to each other on a block of cement.,0.33004371643066405
000000287959_gen.png,a sandwich that has something green and red in it,0.3140088081359863
000000233825_gen.png,"A den with a couch, table, book shelf and a television.",0.30131757736206055
000000065485_gen.png,A dog driving an SUV in an open grass covered field.,0.37286727905273437
000000369037_gen.png,A man standing next to an elephant with a long trunk.,0.28458154678344727
000000288862_gen.png,A man performing a trick on a ledge on a skateboard.,0.34784904479980466
000000003553_gen.png,a person skating on some pieces of wood,0.3130436325073242
000000351331_gen.png,a small pepperoni pizza next to a fork,0.3118465042114258
000000021903_gen.png,A man is leaning over a fence offering food to an elephant/,0.32085506439208983
000000140640_gen.png,A group of women wearing hats while standing at a dessert table.,0.3628464126586914
000000573094_gen.png,"A room with chair, bicycle, television and a Christmas tree.",0.26886016845703126
000000340930_gen.png,Closeup of a cup holding scissors and other pens and pencils.,0.32140289306640624
